features,mae,mse,rmse,r2
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",507161.8425551126,649182991503.754,805718.9283514159,0.9413598718288654
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",613376.1694222931,873467311428.008,934594.7311150476,0.9211004666391686
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",507862.31960625295,657328678495.6974,810758.0887636567,0.9406240790932253
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",556910.3025597988,791322147876.4159,889562.897088461,0.9285205669534824
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",508595.6334908292,711722261290.1223,843636.3323672839,0.9357107546400325
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",598583.9376278457,874340762053.6837,935061.902792368,0.9210215686130171
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",505506.5322644503,707999905588.478,841427.3026164994,0.9360469917539121
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",526966.4843534776,760897354141.291,872294.3047740774,0.9312688117897733
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",552782.0412434378,711881332400.2661,843730.6041624105,0.9356963858866776
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",494792.81311946193,614094525221.8904,783641.8347828875,0.9445293821010474
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",594573.7910991732,804985885472.8159,897210.0564933587,0.9272863335640745
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",493220.5639015497,616484730163.3977,785165.4157968229,0.9443134769926886
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",530964.009211644,694257374957.6031,833221.0840812918,0.9372883424487656
"['Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",514578.20303230314,727699347959.1313,853052.9573005015,0.9342675584652501
"['Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",542208.9223440953,694405040129.6595,833309.6904090696,0.9372750039837578
"['Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",492941.7089211597,608105499402.5394,779811.1947148101,0.945070365531395
"['Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",586170.1711289497,784500660738.5082,885720.4190592583,0.9291367458819507
"['Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",485442.34601054963,606494887833.3942,778777.8167317006,0.945215850656675
"['Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",503539.28406869364,654787965907.374,809189.6971090117,0.9408535794248348
"['Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",505642.27258045186,717239994341.6332,846900.2269108405,0.9352123426705427
"['Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",488684.87087330566,608755471544.5708,780227.8331004161,0.9450116541199514
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",544134.6595204183,706689001294.566,840647.9651403232,0.9361654045848414
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",489960.91630126873,618806755345.7986,786642.7113663474,0.944103730501954
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",586407.8340314341,793155559331.0209,890592.8134287975,0.9283549565106711
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",487538.44707981905,612469749168.8734,782604.4653392117,0.9446761466916871
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",509381.2896006445,666310175806.235,816278.2465594896,0.9398127883472391
"['Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",510718.32909936394,722970979785.0072,850277.0017970656,0.9346946678002138
"['Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",497879.62317939743,632286361110.3411,795164.3610665288,0.9428861295788333
"['sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",489231.66251385974,617541521632.727,785838.1014132154,0.944218017949518
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",664289.6202595748,940892693178.7047,969996.2335899582,0.9150099912576588
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",700344.8118259298,1022230654926.1799,1011054.2294685186,0.9076628047717614
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",564565.1414867982,737803272668.6149,858954.7558914933,0.9333548798403478
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",670049.9623945703,966805503044.7878,983262.6826259542,0.9126693099525285
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",582163.9759404623,813784144831.7334,902099.8530272208,0.9264915945409606
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",702940.4213488878,1070873510630.1522,1034830.1844409797,0.9032689384345001
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",571187.8920821866,799521493698.0024,894159.6578341043,0.9277799272629946
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",668702.263991976,1008533385516.4701,1004257.6290556473,0.9089000670603488
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576834.6920466927,825486991509.0192,908563.1466821771,0.9254344867021778
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",577444.4414403327,824930249925.4303,908256.7092652993,0.9254847766793446
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",701387.370127674,1087702514864.0188,1042929.7746560018,0.9017487892959951
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",618635.1778694562,933854054909.6841,966361.2445197107,0.9156457852566505
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",560767.7441564271,801505745232.0837,895268.5324706123,0.9276006915685832
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",526369.6451388868,747785430808.8845,864745.8764335824,0.932453200282456
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",599040.4712402292,898906124448.8657,948106.5997285673,0.918802601051826
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691708.3258011154,992700166546.3224,996343.397903716,0.9103302677925345
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",562989.2157431227,726081643044.1364,852104.2442354904,0.9344136843262167
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",663323.275041742,944405440681.124,971805.2483296867,0.9146926878679049
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",572591.708267847,764865916397.5165,874566.1303740938,0.9309103350545447
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",570930.1803778808,749216406700.9526,865572.8777526204,0.9323239414897598
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",701536.3836378237,1047763697431.8097,1023603.2910419005,0.9053564275180059
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",642238.0640641962,955608305794.363,977552.201058523,0.9136807429236873
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",558621.1768838654,731127682143.5695,855060.0459286877,0.9339578800562036
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",532447.6261827949,688552155129.6252,829790.4284393893,0.9378036899337362
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",617628.3848291441,917008333471.9257,957605.5208027603,0.9171674444454675
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576510.5701661411,807145555346.8013,898412.7978534151,0.9270912524854337
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",696331.4616555885,1064750925764.812,1031867.6881096781,0.9038219861359048
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",602261.3008053714,882535949202.3716,939433.8450377289,0.9202813045717915
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",564386.1940407192,797435341280.737,892992.3523080907,0.9279683675744845
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",511815.0314885739,700271664808.549,836822.3615610119,0.9367450769406831
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",583138.4268614699,841230319501.1587,917186.0877167505,0.924012405742908
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576426.1056022679,832843664847.8766,912602.6872894231,0.924769964875282
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",549636.6684506437,786810073354.933,887023.1526600267,0.9289281386731982
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",656622.0492818131,1050665103738.9053,1025019.5626127851,0.905094346040285
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",544558.7894177443,774796634450.7184,880225.3316343029,0.930013302034437
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",702849.5050337436,1016172162346.564,1008053.6505298535,0.9082100630734147
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",573381.6159476825,741455313325.4067,861077.9949141697,0.933024994222574
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",667343.9991433158,939834545994.056,969450.6413397518,0.9151055727614008
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",566277.6468733754,744606175521.3246,862905.6585289753,0.9327403796140024
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",577112.0630227554,756667806679.1523,869866.545327013,0.9316508630889165
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",694383.0887700533,1004835003109.8754,1002414.586441097,0.9092341386875894
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",604780.934100044,852725597788.8875,923431.4256017539,0.9229740473740391
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",544827.1166639668,703637511314.7096,838831.0385975889,0.9364410429886099
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",510579.32585378824,653949050202.143,808671.1632067406,0.9409293579420224
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",586237.5400393021,821446204071.5532,906336.6946513604,0.9257994874744506
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",585845.5462859103,834206247529.3047,913348.9188307526,0.9246468839810988
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",694081.3215591573,1063965882034.5125,1031487.2185512104,0.9038928984450183
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",596492.3391284413,867409017424.8425,931347.9572237448,0.9216477070035859
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",552652.1185546597,779005068396.441,882612.6377955626,0.9296331579006462
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",504618.8012226124,690622947118.5625,831037.2717986616,0.9376166371162159
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",579570.7404176275,828582137644.0487,910264.8722454628,0.9251549048763413
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",560090.6744423193,799189254735.7535,893973.8557339099,0.9278099381159971
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",527521.6082033102,753410707145.2839,867992.3427918497,0.9319450740227085
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",628005.4094358835,963086382996.0398,981369.6464615358,0.9130052547927303
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",518696.7203855786,739713935897.6,860066.2392499777,0.9331822913127586
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",574193.203430696,744437449024.9756,862807.8865106505,0.9327556205298939
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689117.316237976,982769106279.8397,991347.1169473585,0.9112273317244665
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",591971.8674045125,794934061270.756,891590.7476363558,0.9281943059960034
